movie_id,actor_id
0,4555.0
0,6393.0
0,3241.0
0,6837.0
0,5302.0
0,4357.0
0,2043.0
1,5828.0
1,6971.0
1,6069.0
1,6177.0
1,3503.0
1,1246.0
1,3078.0
1,894.0
1,1771.0
2,1151.0
2,439.0
2,1050.0
2,2596.0
2,3558.0
2,5968.0
2,2082.0
2,3661.0
2,5950.0
3,6987.0
4,6096.0
4,392.0
4,1401.0
4,148.0
5,3630.0
5,146.0
5,5007.0
5,5405.0
5,3786.0
5,4246.0
5,1166.0
5,2567.0
6,3557.0
6,3191.0
6,1701.0
6,677.0
6,2512.0
6,3889.0
6,744.0
6,3840.0
6,1229.0
6,2452.0
6,5978.0
7,433.0
7,5803.0
7,2370.0
7,6727.0
7,2042.0
7,5035.0
7,5413.0
7,3160.0
8,414.0
9,701.0
12,38.0
12,2898.0
12,4312.0
12,4818.0
12,3054.0
12,3141.0
12,1445.0
12,46.0
13,3974.0
13,4139.0
13,1388.0
13,6830.0
13,1673.0
13,6367.0
13,342.0
14,5740.0
14,1420.0
14,2060.0
14,5383.0
15,5413.0
15,3049.0
15,4354.0
15,5740.0
15,6211.0
15,3347.0
16,1459.0
16,3234.0
16,4953.0
16,5737.0
16,16.0
17,215.0
17,5258.0
17,3057.0
17,798.0
17,2698.0
18,6824.0
19,295.0
19,6428.0
19,2142.0
20,4967.0
20,4211.0
20,815.0
20,620.0
20,4747.0
20,3743.0
20,13.0
21,2213.0
21,4689.0
21,6549.0
21,5157.0
21,3091.0
22,3001.0
22,4783.0
23,5135.0
23,3119.0
23,3455.0
23,4876.0
23,1447.0
23,1889.0
23,1196.0
23,1484.0
24,6951.0
24,479.0
24,2599.0
24,2261.0
24,2398.0
24,4110.0
24,29.0
24,4489.0
25,2889.0
25,1434.0
25,4803.0
26,1791.0
26,4611.0
26,4603.0
27,1728.0
27,147.0
27,4963.0
27,5344.0
27,4356.0
27,5304.0
29,236.0
29,6708.0
29,5687.0
30,5181.0
30,1995.0
30,3241.0
30,3525.0
30,4663.0
30,4576.0
30,1304.0
30,670.0
30,6810.0
31,153.0
32,3652.0
32,3185.0
32,4865.0
32,2847.0
32,3286.0
33,3309.0
35,3557.0
35,3191.0
35,2512.0
35,3889.0
35,744.0
35,5471.0
35,5729.0
35,3840.0
35,5273.0
35,821.0
36,2219.0
36,4227.0
36,2752.0
36,3077.0
37,6486.0
37,911.0
37,2873.0
38,2912.0
38,3282.0
38,2902.0
38,6281.0
38,3949.0
38,1075.0
39,3557.0
39,3191.0
39,2319.0
39,2512.0
39,3889.0
39,744.0
39,4289.0
39,3840.0
39,363.0
40,4491.0
40,2362.0
40,1452.0
40,2924.0
40,4410.0
40,6928.0
40,2219.0
41,2261.0
41,6711.0
41,2879.0
41,4403.0
42,5497.0
43,2062.0
43,1927.0
43,386.0
43,4539.0
43,5247.0
43,581.0
43,6413.0
43,4460.0
43,6238.0
44,782.0
44,5788.0
44,2467.0
44,6610.0
44,5833.0
45,1277.0
45,599.0
45,6712.0
45,6656.0
46,3282.0
46,1821.0
46,4516.0
46,4889.0
46,6269.0
46,1733.0
46,5044.0
47,1902.0
47,3860.0
47,6174.0
47,306.0
48,4830.0
48,6870.0
48,1376.0
48,3367.0
49,4873.0
49,2437.0
49,6891.0
49,5893.0
49,6296.0
49,3540.0
49,5856.0
49,3608.0
50,4482.0
50,4538.0
50,4330.0
52,6622.0
53,6498.0
53,5362.0
53,4217.0
53,4688.0
54,6839.0
54,3422.0
54,1075.0
54,1962.0
55,1149.0
55,4664.0
55,5438.0
55,3399.0
55,6129.0
55,2487.0
55,1106.0
55,1357.0
56,4179.0
56,2142.0
57,2713.0
57,613.0
57,6435.0
57,36.0
57,6018.0
57,2520.0
58,5591.0
58,1074.0
58,2057.0
58,3522.0
60,4013.0
60,6158.0
60,1629.0
60,5030.0
61,6826.0
61,5841.0
62,6491.0
62,4715.0
62,2901.0
62,3214.0
62,2238.0
62,1747.0
62,6636.0
62,3982.0
63,1596.0
63,2388.0
63,2959.0
63,794.0
65,433.0
65,3483.0
65,4849.0
65,4308.0
66,4752.0
66,6642.0
66,4783.0
67,4525.0
67,2896.0
67,4403.0
67,5661.0
67,1311.0
67,2139.0
67,1604.0
68,5828.0
68,6971.0
68,6069.0
68,6177.0
68,4664.0
68,2235.0
68,3078.0
68,894.0
68,6768.0
69,3100.0
69,4604.0
69,4943.0
69,1290.0
69,2880.0
70,6336.0
70,6474.0
70,608.0
70,5656.0
71,31.0
71,453.0
71,1106.0
72,1134.0
72,4853.0
72,1162.0
72,6393.0
72,6292.0
72,2665.0
72,5740.0
72,1151.0
72,3461.0
73,6444.0
74,474.0
75,3557.0
75,3191.0
75,4620.0
75,2512.0
75,3147.0
75,6795.0
75,195.0
75,1557.0
75,64.0
75,3840.0
76,6501.0
76,4655.0
76,619.0
76,2642.0
76,3212.0
76,2341.0
76,2745.0
76,6795.0
76,200.0
76,620.0
77,2880.0
77,5215.0
77,5478.0
77,3636.0
79,2002.0
79,1478.0
79,1187.0
79,6437.0
79,5680.0
79,2035.0
79,988.0
79,6440.0
80,859.0
80,359.0
80,4196.0
80,945.0
80,6634.0
81,4392.0
81,6570.0
81,6918.0
81,2446.0
81,4208.0
81,4769.0
81,534.0
81,4486.0
82,1984.0
82,4312.0
85,601.0
85,4565.0
85,6436.0
85,4438.0
85,5666.0
85,6816.0
85,3458.0
86,3746.0
86,264.0
86,5018.0
86,3827.0
86,158.0
86,2270.0
86,4037.0
87,721.0
87,3147.0
87,1593.0
87,5832.0
87,2040.0
87,5493.0
87,2037.0
87,3838.0
88,5828.0
88,4424.0
88,5300.0
88,6263.0
89,1151.0
89,5073.0
89,868.0
89,1225.0
89,3866.0
89,2875.0
89,5814.0
89,1549.0
89,4209.0
89,924.0
90,2589.0
90,5305.0
90,3050.0
90,158.0
91,6951.0
91,4312.0
91,479.0
91,2599.0
91,29.0
91,1655.0
91,4489.0
91,2261.0
93,5159.0
93,143.0
93,1396.0
93,6409.0
93,1613.0
94,1494.0
94,3147.0
94,651.0
94,163.0
94,911.0
94,324.0
95,4525.0
95,4403.0
95,2896.0
95,1311.0
95,2139.0
95,1474.0
95,1618.0
95,4891.0
95,6065.0
95,1736.0
96,3241.0
96,2238.0
96,3062.0
97,6707.0
97,3860.0
97,6012.0
97,3100.0
97,3256.0
97,2423.0
99,3676.0
99,5712.0
99,4216.0
101,619.0
101,1832.0
101,1105.0
101,620.0
101,2985.0
101,3348.0
101,6012.0
102,5988.0
102,6526.0
102,5680.0
102,3473.0
102,6452.0
102,5206.0
102,4878.0
103,5592.0
103,1134.0
103,4310.0
103,1131.0
103,5902.0
103,619.0
103,6501.0
103,1020.0
103,1675.0
104,3809.0
104,899.0
104,2981.0
104,3428.0
104,5570.0
105,1370.0
105,197.0
105,3046.0
105,292.0
106,858.0
106,4054.0
106,1650.0
106,6460.0
107,2671.0
107,1596.0
107,2591.0
107,2129.0
107,4110.0
107,135.0
107,21.0
107,3456.0
108,1070.0
108,6920.0
108,1781.0
108,1571.0
108,1005.0
108,4961.0
109,4873.0
109,6296.0
109,2459.0
109,6911.0
109,82.0
109,1354.0
109,6568.0
109,6302.0
110,712.0
110,145.0
111,5307.0
111,6192.0
111,5739.0
111,122.0
111,6334.0
111,2853.0
111,4109.0
111,1658.0
111,1441.0
112,4555.0
112,6276.0
112,6393.0
112,6837.0
112,5741.0
112,5302.0
112,4357.0
112,1658.0
112,2043.0
113,4555.0
113,6276.0
113,6393.0
113,5302.0
113,4357.0
113,5557.0
113,2265.0
114,2520.0
114,5991.0
115,6685.0
115,1667.0
115,4664.0
115,3975.0
115,6618.0
115,5668.0
115,6364.0
115,2807.0
115,4865.0
115,3262.0
115,4551.0
115,3109.0
115,2817.0
115,1573.0
116,5443.0
117,2817.0
117,2464.0
117,3286.0
117,5912.0
117,2880.0
117,1763.0
117,331.0
118,5231.0
119,5847.0
120,6158.0
120,3147.0
120,1629.0
120,6825.0
121,2693.0
121,9.0
122,1025.0
122,4696.0
122,5803.0
122,898.0
123,2820.0
123,6829.0
123,1293.0
123,5904.0
123,792.0
124,3668.0
124,3739.0
124,2726.0
124,6156.0
125,312.0
125,5828.0
125,6688.0
125,6376.0
125,4126.0
125,2494.0
125,5753.0
125,5359.0
125,5520.0
126,1973.0
127,229.0
128,4507.0
128,3431.0
128,6907.0
128,6296.0
128,4686.0
128,3764.0
128,6531.0
128,4768.0
129,5618.0
129,6976.0
129,5161.0
129,2885.0
129,3186.0
129,5267.0
129,338.0
129,201.0
129,1269.0
129,2838.0
130,2658.0
130,930.0
130,1328.0
130,4895.0
130,4043.0
131,6565.0
131,6931.0
131,3821.0
131,6029.0
132,2204.0
132,4112.0
132,6095.0
132,6816.0
132,5265.0
132,380.0
132,6257.0
132,6437.0
132,2717.0
132,2997.0
132,2692.0
134,5285.0
134,343.0
134,1474.0
134,6440.0
135,2225.0
135,2522.0
137,4412.0
137,596.0
137,2789.0
137,4324.0
137,1139.0
137,1156.0
137,6707.0
137,2711.0
137,1368.0
137,4601.0
138,272.0
138,5134.0
138,4479.0
138,2713.0
138,5332.0
138,2519.0
138,6937.0
138,2837.0
139,6078.0
139,2758.0
139,6774.0
139,2044.0
139,3997.0
139,1275.0
139,3172.0
140,750.0
140,3088.0
140,11.0
140,815.0
140,2452.0
140,4636.0
140,5846.0
141,6422.0
141,6209.0
141,2628.0
141,2742.0
142,367.0
142,4289.0
142,1727.0
143,4445.0
143,5433.0
143,5902.0
143,6336.0
143,729.0
143,4920.0
143,6145.0
145,4697.0
145,1764.0
145,914.0
145,3148.0
145,6689.0
145,3002.0
148,2604.0
148,5591.0
148,3154.0
148,6269.0
149,112.0
150,6850.0
151,5955.0
151,337.0
151,3523.0
151,3003.0
151,6190.0
151,4779.0
151,1530.0
151,3558.0
151,808.0
152,2817.0
152,506.0
152,3286.0
152,2487.0
152,972.0
152,5241.0
152,1763.0
154,4668.0
154,3556.0
154,2710.0
154,2747.0
154,2922.0
154,2362.0
155,1397.0
155,1784.0
155,2767.0
155,3523.0
155,3971.0
155,3489.0
155,1459.0
155,2970.0
157,1066.0
157,2737.0
158,1350.0
158,4973.0
158,6911.0
158,5771.0
158,3552.0
158,4506.0
158,3625.0
158,6396.0
158,6907.0
159,1294.0
159,358.0
160,5017.0
162,1876.0
162,6170.0
162,6664.0
163,3444.0
163,106.0
163,4771.0
163,1354.0
163,3760.0
163,3563.0
163,5467.0
163,1099.0
164,38.0
164,2898.0
164,4127.0
164,6371.0
164,2169.0
164,1537.0
164,1445.0
164,3141.0
164,46.0
166,750.0
166,4248.0
166,2850.0
166,3312.0
166,6600.0
167,5846.0
167,1025.0
167,1413.0
167,750.0
167,1346.0
167,5068.0
167,6177.0
168,858.0
168,582.0
168,4054.0
168,1303.0
168,4579.0
168,3201.0
169,705.0
170,6891.0
170,3431.0
170,538.0
170,539.0
170,2542.0
170,5893.0
171,1413.0
171,5737.0
171,1903.0
171,3614.0
171,3112.0
171,5577.0
171,5725.0
171,6743.0
171,5498.0
171,5500.0
172,2925.0
172,6111.0
172,3722.0
172,3767.0
172,3726.0
172,2499.0
173,6798.0
173,5072.0
173,747.0
173,683.0
174,6499.0
174,6839.0
174,4667.0
174,4841.0
174,5441.0
174,6174.0
175,1413.0
175,5737.0
175,1903.0
175,5500.0
175,6494.0
175,131.0
175,5971.0
175,5577.0
175,5725.0
175,4189.0
175,4735.0
175,5498.0
176,2944.0
176,1188.0
176,6433.0
176,2581.0
176,2414.0
177,6501.0
177,4314.0
177,6127.0
177,433.0
177,6217.0
178,1728.0
178,3652.0
178,3143.0
178,3557.0
178,3496.0
178,6646.0
178,4859.0
178,1646.0
179,2319.0
179,5151.0
179,3101.0
179,1055.0
179,4628.0
179,1696.0
182,6616.0
182,1327.0
182,6612.0
182,6016.0
182,4023.0
183,1766.0
183,3329.0
183,4178.0
183,2168.0
183,2005.0
183,1377.0
183,2645.0
183,226.0
183,908.0
183,2979.0
183,3516.0
183,5324.0
184,5076.0
184,1125.0
184,4867.0
184,462.0
184,3857.0
184,740.0
184,3638.0
185,831.0
185,605.0
187,4445.0
187,391.0
187,2967.0
187,665.0
187,1848.0
187,4565.0
187,4166.0
187,977.0
187,3148.0
188,1856.0
189,3730.0
190,0.0
190,6327.0
190,464.0
190,2508.0
191,3567.0
191,965.0
191,1125.0
191,156.0
191,5691.0
191,1484.0
191,5246.0
191,5600.0
192,3655.0
193,1359.0
193,6379.0
193,3571.0
193,2917.0
193,2512.0
193,5583.0
194,2520.0
194,1333.0
194,338.0
194,1602.0
194,2373.0
194,6698.0
195,1413.0
195,5737.0
195,1903.0
195,783.0
195,5577.0
195,5725.0
195,5618.0
195,4583.0
195,1533.0
195,4747.0
196,955.0
197,2563.0
197,3345.0
197,5715.0
197,2436.0
197,1479.0
197,3879.0
198,5774.0
198,1778.0
198,499.0
198,239.0
198,6602.0
198,6828.0
198,1552.0
198,5723.0
198,4756.0
198,5561.0
198,3434.0
199,1294.0
200,4159.0
200,5209.0
200,6978.0
201,6079.0
202,1413.0
202,5737.0
202,1903.0
202,4583.0
202,6494.0
202,2997.0
202,5577.0
202,5725.0
202,131.0
202,5971.0
202,4189.0
202,4735.0
204,3092.0
205,2299.0
205,213.0
205,2930.0
205,168.0
206,1899.0
206,3124.0
206,4636.0
206,5182.0
208,5592.0
208,1131.0
208,4310.0
208,1134.0
208,5902.0
208,2936.0
208,6500.0
208,5840.0
208,4917.0
208,1264.0
210,1162.0
210,3079.0
210,604.0
210,3186.0
210,10.0
210,607.0
210,4385.0
210,6069.0
212,1467.0
212,2649.0
212,2820.0
212,4530.0
212,472.0
213,6685.0
213,1667.0
213,4664.0
213,6618.0
213,5668.0
213,6364.0
213,3109.0
213,4865.0
213,3262.0
213,4551.0
213,6250.0
213,2324.0
213,4633.0
214,3959.0
214,3225.0
