actor_id,actor_name
1267,Cole Sprouse
1268,Colin Egglesfield
1269,Colin Farrell
1270,Colin Firth
1271,Colin Friels
1272,Colin Hanks
1273,Colin McFarlane
1274,Colin Murdock
1275,Colin O'Donoghue
1276,Colin Quinn
1277,Colin Salmon
1278,Colin Woodell
1279,Colleen Camp
1280,Colleen Dewhurst
1281,Collette Wolfe
1282,Collin Chou
1283,Colm Feore
1284,Colm Meaney
1285,Colman Domingo
1286,Columbus Short
1287,Commander William T. Riker
1288,Commissaire Gibert
1289,Conchata Ferrell
1290,Connie Britton
1291,Connie Nielsen
1292,Conrad Vernon
1293,Constance Wu
1294,Consuelo Duval
1295,Cooper Andrews
1296,Corbin Bernsen
1297,Corbin Bleu
1298,Corey Burton
1299,Corey Feldman
1300,Corey Haim
1301,Corey Hawkins
1302,Corey Johnson
1303,Corey Large
1304,Corey Stoll
1305,Cory Hardrict
1306,Cory Michael Smith
1307,Costas Mandylor
1308,Counselor Deanna Troi
1309,Count Dracula
1310,Courtenay Taylor
1311,Courteney Cox
1312,Courtland Mead
1313,Courtney B. Vance
1314,Courtney Eaton
1315,Courtney Gains
1316,Craig Bierko
1317,Craig Conway
1318,Craig Ferguson
1319,Craig Robinson
1320,Craig Sheffer
1321,Craig T. Nelson
1322,Cree Summer
1323,Crispin Glover
1324,Cristina Milizia
1325,Cristina Plazas
1326,Crystal Lowe
1327,Crystal Reed
1328,Cuba Gooding Jr.
1329,Cung Le
1330,Currie Graham
1331,Curtis Armstrong
1332,Cynthia Addai-Robinson
1333,Cynthia Erivo
1334,Cynthia Gibb
1335,Cynthia Nixon
1336,Cynthia Rhodes
1337,Cynthia Stevenson
1338,Cynthy Wu
1339,Cyril Cusack
1340,Cyril Raffaelli
1341,Cyrus Arnold
1342,Cécile de France
1343,D.B. Sweeney
1344,D.J. Cotrona
1345,DJ Qualls
1346,Da'Vine Joy Randolph
1347,Dabney Coleman
1348,Dacre Montgomery
1349,Dagmara Domińczyk
1350,Daiki Yamashita
1351,Daisuke Gôri
1352,Daisuke Hirakawa
1353,Daisuke Katō
1354,Daisuke Namikawa
1355,Daisuke Ono
1356,Daisuke Sakaguchi
1357,Daisy Head
1358,Daisy Ridley
1359,Dakota Fanning
1360,Dakota Goyo
1361,Dakota Johnson
1362,Dale Dickey
1363,Dallas Roberts
1364,Damian Chapa
1365,Damian Lewis
1366,Damian Maffei
1367,Damian O'Hare
1368,Damian Young
1369,Damien Thorn
1370,Damián Alcázar
1371,Damon Herriman
1372,Damon Wayans
1373,Damon Wayans Jr.
1374,Dan Aykroyd
1375,Dan Byrd
1376,Dan Castellaneta
1377,Dan Fogler
1378,Dan Hedaya
1379,Dan O'Herlihy
1380,Dan Payne
1381,Dan Povenmire
1382,Dan Stevens
1383,Dan Wyllie
1384,Dana Carvey
1385,Dana Delany
1386,Dana Gaier
1387,Dana Ivey
1388,Danai Gurira
1389,Dane Cook
1390,Dane DeHaan
1391,Dane Rhodes
1392,Dani García
1393,Dani Rovira
1394,Daniel Baldwin
1395,Daniel Bernhardt
1396,Daniel Brühl
1397,Daniel Craig
1398,Daniel Cudmore
1399,Daniel Dae Kim
1400,Daniel Day-Lewis
1401,Daniel Diemer
1402,Daniel Fathers
1403,Daniel Franzese
1404,Daniel Gillies
1405,Daniel Giménez Cacho
1406,Daniel Henshall
1407,Daniel Kaluuya
1408,Daniel Kash
1409,Daniel LaRusso
1410,Daniel Mays
1411,Daniel Morales
1412,Daniel R. Hill
1413,Daniel Radcliffe
1414,Daniel Roebuck
1415,Daniel Stern
1416,Daniel Sunjata
1417,Daniel Tovar
1418,Daniel Webber
1419,Daniel Wu
1420,Daniel Zovatto
1421,Daniel von Bargen
1422,Daniella Alonso
1423,Danielle C. Ryan
1424,Danielle Harris
1425,Danielle Macdonald
1426,Danielle Nicolet
1427,Danielle Panabaker
1428,Danielle Savre
1429,Danila Kozlovsky
1430,Danneel Ackles
1431,Danny Aiello
1432,Danny DeVito
1433,Danny Glover
1434,Danny Huston
1435,Danny Jones
1436,Danny Mann
1437,Danny Masterson
1438,Danny McBride
1439,Danny Ocean
1440,Danny Pudi
1441,Danny Trejo
1442,Danny Webb
1443,Danny Woodburn
1444,Dante Basco
1445,Dany Boon
1446,Darby Camp
1447,Darin De Paul
1448,Darlanne Fluegel
1449,Darlene Love
1450,Darrell Britt-Gibson
1451,Darrell Hammond
1452,Darren Criss
1453,Darren McGavin
1454,Daryl Hannah
1455,Daryl Sabara
1456,Darío Grandinetti
1457,Dascha Polanco
1458,Dash Mihok
1459,Dave Bautista
1460,Dave Chappelle
1461,Dave England
1462,Dave Foley
1463,Dave Franco
1464,Dave Goelz
1465,Dave Grohl
1466,Dave Sheridan
1467,Daveed Diggs
1468,Daveigh Chase
1469,Davi Santos
1470,David A.R. White
1471,David Alan Grier
1472,David Andrews
1473,David Anthony Matranga
1474,David Arquette
1475,David Banner
1476,David Belle
1477,David Bowie
1478,David Bradley
1479,David Brown
1480,David Carradine
1481,David Caruso
1482,David Collins
1483,David Cross
1484,David Dastmalchian
1485,David DeLuise
1486,David Dencik
1487,David Denman
1488,David Dorfman
1489,David Duchovny
1490,David Gallagher
1491,David Graf
1492,David Gulpilil
1493,David Gyasi
1494,David Harbour
1495,David Harewood
1496,David Hasselhoff
1497,David Henrie
1498,David Herman
1499,David Hess
1500,David Hewlett
1501,David Huband
1502,David Huddleston
1503,David Hyde Pierce
1504,David James Elliott
1505,David Jensen
1506,David Kaye
1507,David Keith
1508,David Koechner
1509,David Kross
1510,David Krumholtz
1511,David Lewis
1512,David McCallum
1513,David Morrissey
1514,David Morse
1515,David Moscow
1516,David Niven
1517,David O'Hara
1518,David Ogden Stiers
1519,David Oyelowo
1520,David Patrick Kelly
1521,David Paymer
1522,David Proval
1523,David Rasche
1524,David Rintoul
1525,David Rudman
1526,David Ryall
1527,David Schofield
1528,David Schwimmer
1529,David Selby
1530,David Spade
1531,David Strathairn
1532,David Suchet
1533,David Tennant
1534,David Thewlis
1535,David Thornton
1536,David Tomlinson
1537,David Walliams
1538,David Warner
1539,David Warshofsky
1540,David Wenham
1541,David Yip
1542,David Zayas
1543,Dawn Olivieri
1544,Dawnn Lewis
1545,Dax Shepard
1546,Dayo Okeniyi
1547,DeForest Kelley
1548,DeRay Davis
1549,DeWanda Wise
1550,Dean Armstrong
1551,Dean Cain
1552,Dean Fujioka
1553,Dean Jones
1554,Dean Martin
1555,Dean Norris
1556,Dean Stockwell
1557,Dean Winters
1558,Dean-Charles Chapman
1559,Deanna Dunagan
1560,Debbie Reynolds
1561,Debby Ryan
1562,Debi Derryberry
1563,Debi Mazar
1564,Debora Caprioglio
1565,Deborah Ann Woll
1566,Deborah Kara Unger
1567,Deborah Kerr
1568,Debra K. Beatty
1569,Debra Messing
1570,Debra Monk
1571,Debra Paget
1572,Debra Winger
1573,Deckard Shaw
1574,Dee Bradley Baker
1575,Dee Wallace
1576,Deepika Padukone
1577,Deirdre O'Connell
1578,Delroy Lindo
1579,Demi Lovato
1580,Demi Moore
1581,Demián Bichir
1582,Dena Kaplan
1583,Denholm Elliott
1584,Denis Leary
1585,Denis Ménochet
1586,Denis O'Hare
1587,Denise Gough
1588,Denise Richards
1589,Dennis Andres
1590,Dennis Farina
1591,Dennis Franz
1592,Dennis Haysbert
1593,Dennis Hopper
1594,Dennis Lipscomb
1595,Dennis Miller
1596,Dennis Quaid
1597,Denzel Washington
1598,Denzel Whitaker
1599,Deobia Oparei
1600,Derek Jacobi
1601,Derek Luke
1602,Dermot Crowley
1603,Dermot Magennis
1604,Dermot Mulroney
1605,Derrick O'Connor
1606,Desmond Harrington
1607,Desmond Llewelyn
1608,Det. Axel Foley
1609,Detective Choi
1610,Detective Jones
1611,Detective Kim
1612,Dev Patel
1613,Devid Striesow
1614,Devin Ratray
1615,Devon Aoki
1616,Devon Bostick
1617,Devon Sawa
1618,Dewey Riley
1619,Dexter Darden
1620,Dexter Fletcher
1621,Diana Bovio
1622,Diana Hardcastle
1623,Diana Kaarina
1624,Diana Rigg
1625,Diana Scarwid
1626,Diana Silvers
1627,Diane Baker
1628,Diane Farr
1629,Diane Guerrero
1630,Diane Keaton
1631,Diane Kruger
1632,Diane Ladd
1633,Diane Lane
1634,Diane Szalinski
1635,Diane Venora
1636,Dianna Agron
1637,Dianne Wiest
1638,Diarmaid Murtagh
1639,Dick Lau Tik-Chi
1640,Dick Miller
1641,Dick Van Dyke
1642,Dick Van Patten
1643,Diedrich Bader
1644,Diego Boneta
1645,Diego Klattenhoff
1646,Diego Luna
1647,Diego Martín
1648,Diego Peretti
1649,Dimple Kapadia
1650,Dina Meyer
1651,Dino Andrade
1652,Diogo Morgado
1653,Diora Baird
1654,Directeur du journal
1655,Djimon Hounsou
1656,Do Mo-Se
1657,Dolly Parton
1658,Dolph Lundgren
1659,Dom DeLuise
1660,Domenick Lombardozzi
1661,Domhnall Gleeson
1662,Dominic Cooper
1663,Dominic Mafham
1664,Dominic Monaghan
1665,Dominic Purcell
1666,Dominic Sherwood
1667,Dominic Toretto
1668,Dominic West
1669,Dominique Blanc
1670,Dominique Fishback
1671,Dominique Pinon
1672,Dominique Swain
1673,Dominique Thorne
1674,Don Ameche
1675,Don Cheadle
1676,Don Gordon
1677,Don Harvey
1678,Don Johnson
1679,Don Keith Opper
1680,Don Knotts
1681,Don McKellar
1682,Don McManus
1683,Don Messick
1684,Don Rickles
1685,Don S. Davis
1686,Don Shanks
1687,Don Stroud
1688,Don Thompson
1689,Donal Logue
1690,Donald Faison
1691,Donald Gibb
1692,Donald Glover
1693,Donald Moffat
1694,Donald Pleasence
1695,Donald Sumpter
1696,Donald Sutherland
1697,Donna Biscoe
1698,Donna Murphy
1699,Donna Reed
1700,Donnie Wahlberg
1701,Donnie Yen
1702,Dorian Gray
1703,Dorian Harewood
1704,Dorian Missick
1705,Doris Roberts
1706,Dorothy Malone
1707,Doug Billings
1708,Doug Bradley
1709,Doug E. Doug
1710,Doug Haley
1711,Doug Jones
1712,Douglas Booth
1713,Douglas Henshall
1714,Douglas Hodge
1715,Douglas Smith
1716,Dougray Scott
1717,Dove Cameron
1718,Drake Bell
1719,Drax the Destroyer
1720,Drea de Matteo
1721,Drew Barrymore
1722,Dudley Moore
1723,Dulé Hill
1724,Duncan Fraser
1725,Dustin Hoffman
1726,Dustin Milligan
1727,Dustin Nguyen
1728,Dwayne Johnson
1729,Dwight Schultz
1730,Dwight Yoakam
1731,Dylan Baker
1732,Dylan Bruno
1733,Dylan Flashner
1734,Dylan Kussman
1735,Dylan McDermott
1736,Dylan Minnette
1737,Dylan O'Brien
1738,Dylan Playfair
1739,Dylan Sprouse
1740,Dylan Walsh
1741,E.G. Marshall
1742,Eamonn Walker
1743,Earl Boen
1744,Ebon Moss-Bachrach
1745,Ed Asner
1746,Ed Begley Jr.
1747,Ed Harris
1748,Ed Helms
1749,Ed Lauter
1750,Ed O'Neill
1751,Ed O'Ross
1752,Ed Oxenbould
1753,Ed Quinn
1754,Ed Skrein
1755,Ed Speleers
1756,Ed Warren
1757,Ed Westwick
1758,Eddie Albert
1759,Eddie Deezen
1760,Eddie Griffin
1761,Eddie Izzard
1762,Eddie Kaye Thomas
1763,Eddie Marsan
1764,Eddie Murphy
1765,Eddie Peng
1766,Eddie Redmayne
1767,Eddie Steeples
1768,Edgar Ramírez
1769,Edgar Vivar
1770,Edi Gathegi
1771,Edie Falco
1772,Edie McClurg
1773,Edison Chen
1774,Edmond O'Brien
1775,Eduardo Noriega
1776,Edward Burns
1777,Edward Cullen
1778,Edward Elric
1779,Edward Fox
1780,Edward Furlong
1781,Edward G. Robinson
1782,Edward Herrmann
1783,Edward James Olmos
1784,Edward Norton
1785,Edward Woodward
1786,Edwige Fenech
1787,Edwin Hodge
1788,Effie Trinket
1789,Efrem Zimbalist Jr.
1790,Efren Ramirez
1791,Ego Mikitas
1792,Ehren McGhehey
1793,Eileen Atkins
1794,Eileen Brennan
1795,Eileen Pedde
1796,Eili Harboe
1797,Eion Bailey
1798,Eiza González
1799,Ekaterina Vilkova
1800,El Cejas
1801,El Mariachi
1802,Elaine Jin
1803,Elaine Stritch
1804,Elden Henson
1805,Eleanor Bron
1806,Eleanor Tomlinson
1807,Elena Anaya
1808,Elena Kampouris
1809,Elena Yakovleva
1810,Eli Marienthal
1811,Eli Wallach
1812,Elias Koteas
1813,Elijah Wood
1814,Elisa Donovan
1815,Elisabeth Moss
1816,Elisabeth Röhm
1817,Elisabeth Shue
1818,Elise Neal
1819,Elise Rainier
1820,Elisha Cook Jr.
1821,Elisha Cuthbert
1822,Eliza Dushku
1823,Eliza Scanlen
1824,Elizabeth Banks
1825,Elizabeth Daily
1826,Elizabeth Debicki
1827,Elizabeth Gracen
1828,Elizabeth Hurley
1829,Elizabeth Marvel
1830,Elizabeth McGovern
1831,Elizabeth Mitchell
1832,Elizabeth Olsen
1833,Elizabeth Perkins
1834,Elizabeth Peña
1835,Elizabeth Reaser
1836,Elizabeth Rodriguez
1837,Elizabeth Swann
1838,Elizabeth Taylor
1839,Ella Anderson
1840,Ella Ballentine
1841,Ella Hunt
1842,Ella Purnell
1843,Elle Evans
1844,Elle Fanning
1845,Elle Macpherson
1846,Ellen Barkin
1847,Ellen Brody
1848,Ellen Burstyn
1849,Ellen David
1850,Ellen DeGeneres
1851,Ellen Dorrit Petersen
1852,Ellen Foley
1853,Ellen Greene
1854,Ellen Griswold
1855,Ellen Hollman
1856,Elli Rhiannon Müller Osborne
1857,Ellie Kemper
1858,Ellie King
1859,Elliot Grey
1860,Elliot Page
1861,Elliott Gould
1862,Eloise Mumford
1863,Elpidia Carrillo
1864,Elsa Lanchester
1865,Elsa Pataky
1866,Elsie Fisher
1867,Elton John
1868,Elvis Presley
1869,Elvis Tsui
1870,Elyas M'Barek
1871,Elyes Gabel
1872,Elysia Rotaru
1873,Embeth Davidtz
1874,Emi Shinohara
1875,Emi Takei
1876,Emile Hirsch
1877,Emilia Clarke
1878,Emilia Fox
1879,Emilia Jones
1880,Emilie de Ravin
1881,Emilio Estevez
1882,Emilio Rivera
1883,Emily Alyn Lind
1884,Emily Blunt
1885,Emily Browning
1886,Emily Meade
1887,Emily Mortimer
1888,Emily Neves
1889,Emily O'Brien
1890,Emily Perkins
1891,Emily Ratajkowski
1892,Emily Rudd
1893,Emily Tennant
1894,Emily VanCamp
1895,Emily Watson
1896,Emiri Kato
1897,Emjay Anthony
1898,Emma Rigby
1899,Emma Roberts
1900,Emma Stone
1901,Emma Tate
1902,Emma Thompson
1903,Emma Watson
1904,Emma Wiklund
1905,Emma de Caunes
1906,Emmanuelle Béart
1907,Emmanuelle Chriqui
1908,Emmanuelle Seigner
1909,Emmanuelle Vaugier
1910,Emmett Brown
1911,Emmy Rossum
1912,Emory Cohen
1913,Enrico Colantoni
1914,Enrico Lo Verso
1915,Enrique Murciano
1916,Enzo Cilenti
1917,Eoin Macken
1918,Eri Fukatsu
1919,Eri Kitamura
1920,Eri Sendai
1921,Eric Balfour
1922,Eric Bana
1923,Eric Bauza
1924,Eric Bogosian
1925,Eric Christian Olsen
1926,Eric Christmas
1927,Eric Dane
1928,Eric Edelstein
1929,Eric Elmosnino
1930,Eric Godon
1931,Eric Idle
1932,Eric Jacobson
1933,Eric Johnson
1934,Eric Ladin
1935,Eric Lloyd
1936,Eric Matthews
1937,Eric Roberts
1938,Eric Stoltz
1939,Eric Stonestreet
1940,Eric Tsang
1941,Eric Winter
1942,Erica Cerra
1943,Erica Leerhsen
1944,Erica Lindbeck
1945,Erica Tremblay
1946,Erica Yohn
1947,Erick Avari
1948,Erick Elías
1949,Erik Athavale
1950,Erik von Detten
1951,Erika Berger
1952,Erika Christensen
1953,Erika Eleniak
1954,Erika Savastani
1955,Erika Toda
1956,Erin Bethea
1957,Erin Fitzgerald
1958,Erin Moriarty
1959,Erinn Hayes
1960,Eriq La Salle
1961,Ernest Borgnine
1962,Ernie Hudson
1963,Ernie Reyes Jr.
1964,Ernie Sabella
1965,Ernst Stavro Blofeld
1966,Esai Morales
1967,Esme Cullen
1968,Essence Atkins
1969,Essie Davis
1970,Estella Warren
1971,Estelle Harris
1972,Ester Dean
1973,Ester Expósito
1974,Ethan Embry
1975,Ethan Hawke
1976,Ethan Hunt
1977,Ethan Phillips
1978,Ethan Suplee
1979,Eugene Levy
1980,Eugene Lipinski
1981,Eugenie Bondurant
1982,Eugenio Derbez
1983,Eun Jeong-I
1984,Eva Green
1985,Eva Longoria
1986,Eva Marie Saint
1987,Eva Mendes
1988,Eva Ugarte
1989,Evan Handler
1990,Evan Jones
1991,Evan Jonigkeit
1992,Evan Peters
1993,Evan Rachel Wood
1994,Evan Smith
1995,Evangeline Lilly
1996,Eve Jeffers Cooper
1997,Eve Mauro
1998,Eve Moneypenny
1999,Evelyn Keyes
2000,Everett McGill
2001,Evgeniy Dyatlov
2002,Ewan McGregor
2003,Ewen Bremner
2004,Ewen Leslie
2005,Ezra Miller
2006,F. Murray Abraham
2007,Fabrizio Rongione
2008,Fairuza Balk
2009,Faizon Love
2010,Famke Janssen
2011,Fan Bingbing
2012,Fanny Bloc
2013,Fares Fares
2014,Farida Jalal
2015,Farley Granger
2016,Faye Dunaway
2017,Federico Luppi
2018,Felicity Jones
2019,Felissa Rose
2020,Felix Leiter
2021,Felix Wong
2022,Felton Perry
2023,Fernanda Andrade
2024,Fernanda Castillo
2025,Fernanda Urrejola
2026,Fernando Cayo
2027,Fernando Rey
2028,Fernando Tejero
2029,Fin Shepard
2030,Finlay Currie
2031,Finlay Wojtak-Hissong
2032,Finn Jones
2033,Finn Little
2034,Finn Wittrock
2035,Finn Wolfhard
2036,Fiona Dourif
2037,Fiona Shaw
2038,Fionn Whitehead
2039,Fionnula Flanagan
2040,Fisher Stevens
2041,Flight Attendant
2042,Florence Pugh
2043,Florian Munteanu
2044,Flula Borg
2045,Forest Whitaker
2046,Forrest Goodluck
2047,Fran Drescher
2048,Fran Kranz
2049,Frances Bay
2050,Frances Conroy
2051,Frances Fisher
2052,Frances McDormand
2053,Frances O'Connor
2054,Frances de la Tour
2055,Francesc Orella
2056,Francesca Annis
2057,Francis Capra
2058,Franck Gastambide
2059,Franco Branciaroli
2060,Franco Nero
2061,Frank Finlay
2062,Frank Grillo
2063,Frank Langella
2064,Frank Martin
2065,Frank McRae
2066,Frank Oz
2067,Frank Sinatra
2068,Frank Welker
2069,Frank Whaley
2070,Frank Williams
2071,Franka Potente
2072,Frankie Faison
2073,Frankie Muniz
2074,Franky G
2075,François Berléand
2076,François Chau
2077,François Civil
2078,François Cluzet
2079,François Damiens
2080,Françoise Yip
2081,Frau Farbissina
2082,Fred Armisen
2083,Fred Dalton Thompson
2084,Fred Gwynne
2085,Fred Hechinger
2086,Fred Melamed
2087,Fred Savage
2088,Fred Tatasciore
2089,Fred Ward
2090,Fred Willard
2091,Freddie Highmore
2092,Freddie Jones
2093,Freddie Prinze Jr.
2094,Freddy Krueger
2095,Freddy Rodríguez
2096,Frederic Forrest
2097,Frederick Koehler
2098,Frederick Lau
2099,Frederick Schmidt
2100,Freida Pinto
2101,French Stewart
2102,Friar Tuck
2103,Fritz Weaver
2104,Frédéric Diefenthal
2105,Fumi Hirano
2106,Fumihiko Tachiki
2107,Fumika Shimizu
2108,Fumiko Orikasa
2109,Fumiyo Kohinata
2110,Fushigi Yamada
2111,G.W. Bailey
2112,Gabourey Sidibe
2113,Gabriel Basso
2114,Gabriel Bateman
2115,Gabriel Byrne
2116,Gabriel Damon
2117,Gabriel Emerson
2118,Gabriel Hogan
2119,Gabriel Iglesias
2120,Gabriel Macht
2121,Gabriel Mann
2122,Gabriel Spahiu
2123,Gabriele Ferzetti
2124,Gabriele Tinti
2125,Gabriella Montez
2126,Gabriella Wilde
2127,Gabriella Wright
2128,Gabrielle Anwar
2129,Gabrielle Union
2130,Gaby Espino
2131,Gaby Hoffmann
2132,Gad Elmaleh
2133,Gael García Bernal
2134,Gage Creed
2135,Gaia Weiss
2136,Gailard Sartain
2137,Gal Gadot
2138,Gale Hawthorne
2139,Gale Weathers
2140,Gang Dong-won
2141,Gara Takashima
2142,Gard B. Eidsvold
2143,Garret Dillahunt
2144,Garrett Clayton
2145,Garrett Hedlund
2146,Garrett M. Brown
2147,Garry Chalk
2148,Gary Anthony Williams
2149,Gary Basaraba
2150,Gary Busey
2151,Gary Cole
2152,Gary Dourdan
2153,Gary Grubbs
2154,Gary J. Tunnicliffe
2155,Gary Lewis
2156,Gary Oldman
2157,Gary Sinise
2158,Gary Valentine
2159,Gary Weeks
2160,Gary Werntz
2161,Gas Station Attendant
2162,Gates McFadden
2163,Gattlin Griffith
2164,Gavan O'Herlihy
2165,Ge You
2166,Gedde Watanabe
2167,Geena Davis
2168,Gellert Grindelwald
2169,Gemma Arterton
2170,Gemma Chan
2171,Gemma Jones
2172,Gena Rowlands
2173,Gene Hackman
2174,Gene Wilder
2175,General Leia Organa
2176,Genevieve O'Reilly
2177,Geneviève Bujold
2178,Geneviève Lemon
2179,Geoff Bell
2180,Geoff Pierson
2181,Geoff Stults
2182,Geoffrey Holder
2183,Geoffrey Lewis
2184,Geoffrey Rush
2185,George C. Scott
2186,George Carlin
2187,George Clooney
2188,George DiCenzo
2189,George Dickerson
2190,George Dzundza
2191,George Gaynes
2192,George Kennedy
2193,George Lopez
2194,George MacKay
2195,George Newbern
2196,George Peppard
2197,George Sanders
2198,George Segal
2199,George Takei
2200,George W. Bush
2201,George Wilson
2202,Georgia Engel
2203,Georgia King
2204,Georgie Henley
2205,Georgina Campbell
2206,Gerald McRaney
2207,Gerald Webb
2208,Geraldine Chaplin
2209,Geraldine James
2210,Geraldine McEwan
2211,Geraldine Singer
2212,Geraldine Viswanathan
2213,Gerard Butler
2214,Gerardo Taracena
2215,Gerrit Graham
2216,Gerry Becker
2217,Giancarlo Esposito
2218,Giancarlo Giannini
2219,Gideon Adlon
2220,Gideon Emery
2221,Gigi Leung
2222,Gil Bellows
2223,Gil Dong
2224,Gilbert Gottfried
2225,Gilles Lellouche
2226,Gillian Anderson
2227,Gillian Jacobs
2228,Gina Carano
2229,Gina Gershon
2230,Gina Holden
2231,Gina McKee
2232,Gina Rodriguez
2233,Ginnifer Goodwin
2234,Gintoki Sakata
2235,Giovanni Ribisi
2236,Gisela Hahn
2237,Giulio Berruti
2238,Glen Powell
2239,Glenn Close
2240,Glenn Morshower
2241,Glenn Plummer
2242,Glenn Shadix
2243,Glenne Headly
2244,Gloria Reuben
2245,Glynis Johns
2246,Glynn Turman
2247,Go Ayano
2248,Go Kyung-pyo
2249,Go Seo-hee
2250,Goldie Hawn
2251,Golshifteh Farahani
2252,Gomez Addams
2253,Gong Li
2254,Gong Yoo
2255,Gonzalo Menendez
2256,Goran Visnjic
2257,Gordon Lam
2258,Goro Inagaki
2259,Gorō Naya
2260,Gottfried John
2261,Grace Caroline Currey
2262,Grace Kelly
2263,Grace Zabriskie
2264,Graham Greene
2265,Graham McTavish
2266,Graham Phillips
2267,Graham Stark
2268,Grant Heslov
2269,Greg Bryk
2270,Greg Chun
2271,Greg Cipes
2272,Greg Ellis
2273,Greg Germann
2274,Greg Grunberg
2275,Greg Heffley
2276,Greg Kinnear
2277,Greg Kriek
2278,Greg Wise
2279,Gregg Henry
2280,Gregg Sulkin
2281,Gregorio Cortez
2282,Gregory Alan Williams
2283,Gregory Itzin
2284,Gregory Peck
2285,Greta Gerwig
2286,Gretchen Mol
2287,Grey DeLisle
2288,Griffin Dunne
2289,Griffin Gluck
2290,Grégoire Colin
2291,Gugu Mbatha-Raw
2292,Guillaume Canet
2293,Guillermo Francella
2294,Guillermo Lasheras
2295,Gunnar Björnstrand
2296,Gunner Jensen
2297,Gustav Lindh
2298,Guy Boyd
2299,Guy Pearce
2300,Gwen Stacy
2301,Gwen Tennyson
2302,Gwendoline Christie
2303,Gwendoline Yeo
2304,Gwyneth Paltrow
2305,Génesis Rodríguez
2306,Général Edmond Bertineau
2307,Gérard Depardieu
2308,Götz Otto
2309,Ha Ji-won
2310,Ha Jung-woo
2311,Hae Il
2312,Hafsia Herzi
2313,Hailee Steinfeld
2314,Hajime Saito
2315,Hal Holbrook
2316,Haley Bennett
2317,Haley Joel Osment
2318,Haley Lu Richardson
2319,Halle Berry
2320,Halston Sage
2321,Hamilton Camp
2322,Hamish Linklater
2323,Han Hyo-joo
2324,Han Lue
2325,Han Se-hee
2326,Han Solo
2327,Han Yi-seul
2328,Hana Hayes
2329,Hana Mae Lee
2330,Hana Sugisaki
2331,Hank Azaria
2332,Hanna Schygulla
2333,Hannah Fierman
2334,Hannah John-Kamen
2335,Hannibal Buress
2336,Hanno Koffler
2337,Hanns Zischler
2338,Hardin Scott
2339,Hardy Krüger
2340,Harland Williams
2341,Harold 'Happy' Hogan
2342,Harold Gould
2343,Harold Lee
2344,Harold Perrineau
2345,Harold Ramis
2346,Harriet Sansom Harris
2347,Harriet Walter
2348,Harris Dickinson
2349,Harris Yulin
2350,Harrison Ford
2351,Harrison Gilbertson
2352,Harry Andrews
2353,Harry Connick Jr.
2354,Harry Dean Stanton
2355,Harry Dunne
2356,Harry Guardino
2357,Harry Lennix
2358,Harry Lloyd
2359,Harry Melling
2360,Harry Morgan
2361,Harry Shearer
2362,Harry Shum Jr.
2363,Harry Styles
2364,Harry Treadaway
2365,Hart Bochner
2366,Haru Kuroki
2367,Haruka Tomatsu
2368,Haruma Miura
2369,Harve Presnell
2370,Harvey Guillén
2371,Harvey Keitel
2372,Harvey Korman
2373,Hattie Morahan
2374,Haviland Morris
2375,Hayashi Risa
2376,Hayden Christensen
2377,Hayden Panettiere
2378,Hayes MacArthur
2379,Hayley Atwell
2380,Hayley Kiyoko
2381,Hayley Mills
2382,Hayley Squires
2383,Haylie Duff
2384,Haymitch Abernathy
2385,He Zhang
2386,Heath Ledger
2387,Heather Burns
2388,Heather Graham
2389,Heather Langenkamp
2390,Heather Locklear
2391,Heather Matarazzo
2392,Heather O'Rourke
2393,Hector Barbossa
2394,Hector Elizondo
2395,Heino Ferch
2396,Helen Hunt
2397,Helen McCrory
2398,Helen Mirren
2399,Helen Shaver
2400,Helen Slater
2401,Helena Bonham Carter
2402,Helena Law Lan
2403,Henry Bergman
2404,Henry Cavill
2405,Henry Czerny
2406,Henry Fonda
2407,Henry Gibson
2408,Henry Golding
2409,Henry Ian Cusick
2410,Henry Jones
2411,Henry Rollins
2412,Henry Simmons
2413,Henry Thomas
2414,Henry Winkler
2415,Heo Dong-won
2416,Heo Jin
2417,Heo Joon-ho
2418,Heo Sung-tae
2419,Hera Hilmar
2420,Herbert Lom
2421,Hercule Poirot
2422,Hermione Corfield
2423,Hero Fiennes Tiffin
2424,Hidenobu Kiuchi
2425,Hideo Ishikawa
2426,Hidetaka Yoshioka
2427,Hidetoshi Nishijima
2428,Hideyuki Hori
2429,Hideyuki Tanaka
2430,Hikaru Midorikawa
2431,Hikaru Sulu
2432,Hilary Duff
2433,Hilary Swank
2434,Hill Harper
2435,Himesh Patel
2436,Hiro Kanagawa
2437,Hiro Shimono
2438,Hiroaki Hirata
2439,Hiroaki Iwanaga
2440,Hirofumi Arai
2441,Hiroki Takahashi
2442,Hiroki Touchi
2443,Hiroki Yasumoto
2444,Hiromi Tsuru
2445,Hiroshi Abe
2446,Hiroshi Kamiya
2447,Hiroshi Naka
2448,Hiroshi Tsuchida
2449,Hirotaka Suzuoki
2450,Hiroyuki Honda
2451,Hiroyuki Ikeuchi
2452,Hiroyuki Sanada
2453,Hiroyuki Watanabe
2454,Hiroyuki Yoshino
2455,Hisako Kanemoto
2456,Hisako Kyoda
2457,Hisashi Igawa
2458,Hitomi Satô
2459,Hochu Otsuka
2460,Holland Taylor
2461,Holliday Grainger
2462,Holly Hunter
